packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packsize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSize;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
148041-04;Amlor harde caps. 30 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/148041-04;https://samviewer.digile.be/nl/sam/ampps/148041-04;Amlor 5 mg harde caps. 30 (30 x 1) UD;Amlor harde caps. 30x 5mg;2879344;148041-04;148041-04;BEL amlodipine besilate Upjohn capsule, hard 30 x 5mg/;BEL amlodipine besilate Upjohn capsule, hard 30 x 5mg/;;;;;30;;30;;30 (30 x 1);;30;1.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc719a1e5c015ab3f286ff?version=10;;;;;1;30;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;30;;;1369;BEL amlodipine besilate Upjohn capsule, hard 5mg/;;;1369;Amlor harde caps. 5 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1309;Upjohn;;Upjohn;1309;BEL;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;0xd2593fab9e4cf8f40c0c248fa5f893fe;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;30;5;mg;O;30;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
148041-02;Amlor harde caps. 56 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/148041-02;https://samviewer.digile.be/nl/sam/ampps/148041-02;Amlor 5 mg harde caps. 56;Amlor harde caps. 56x 5mg;1799501;148041-02;148041-02;BEL amlodipine besilate Upjohn capsule, hard 56 x 5mg/;BEL amlodipine besilate Upjohn capsule, hard 56 x 5mg/;;;;;56;;56;;56;;;56.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc719a1e5c015ab3f286ff?version=10;;;;;1;56;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;56;;;1369;BEL amlodipine besilate Upjohn capsule, hard 5mg/;;;1369;Amlor harde caps. 5 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1309;Upjohn;;Upjohn;1309;BEL;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;0xd2593fab9e4cf8f40c0c248fa5f893fe;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;56;5;mg;O;56;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
148041-03;Amlor harde caps. 98 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/148041-03;https://samviewer.digile.be/nl/sam/ampps/148041-03;Amlor 5 mg harde caps. 98;Amlor harde caps. 98x 5mg;2837409;148041-03;148041-03;BEL amlodipine besilate Upjohn capsule, hard 98 x 5mg/;BEL amlodipine besilate Upjohn capsule, hard 98 x 5mg/;;;;;98;;98;;98;;;98.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc719a1e5c015ab3f286ff?version=10;;;;;1;98;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;98;;;1369;BEL amlodipine besilate Upjohn capsule, hard 5mg/;;;1369;Amlor harde caps. 5 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1309;Upjohn;;Upjohn;1309;BEL;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;0xd2593fab9e4cf8f40c0c248fa5f893fe;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
369101-08;Amlodipine Belisate Mylan 10 mg tabl. 100;https://samviewer.digile.be/nl/sam/ampps/369101-08;https://samviewer.digile.be/nl/sam/ampps/369101-08;Amlodipine Belisate Mylan 10 mg tabl. 100;Amlodipine Belisate Mylan tabl 100 10mg;;369101-08;369101-08;BEL amlodipine besilate Mylan EPD tablet 100 x 10mg/;BEL amlodipine besilate Mylan EPD tablet 100 x 10mg/;;;;;100;;100;;100;;;100.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;100;;;369101;BEL amlodipine besilate Mylan EPD tablet 10mg/;;;;Amlodipine Belisate Mylan 10 mg ;;C08CA01;Amlodipine;10219000;tablet;1447;Mylan EPD;;;;BEL;amlodipine besilate tablet 10mg/;;amlodipine besilate tablet 10mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;;;;;;;;;;Amlodipine Besilate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;100;5;mg;O;100;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
271302-03;Amlogal Divule SMB 10 mg omh. tabl. 28;https://samviewer.digile.be/nl/sam/ampps/271302-03;https://samviewer.digile.be/nl/sam/ampps/271302-03;Amlogal Divule SMB 10 mg omh. tabl. 28;Amlogal Divule SMB omh. tabl. 28 10mg;;271302-03;271302-03;BEL amlodipine maleate SMB coated tablet 28 x 10mg/;BEL amlodipine maleate SMB coated tablet 28 x 10mg/;;;;;28;;28;;28;;;28.0000 {unit};;;;;;;;;10220000;coated tablet;;;15054000;tablet;;;;;28;;;271302;BEL amlodipine maleate SMB coated tablet 10mg/;;;;Amlogal Divule omh. tabl. 10 mg;;C08CA01;Amlodipine;10220000;coated tablet;1212;SMB;;;;BEL;amlodipine maleate coated tablet 10mg/;;amlodipine maleate coated tablet 10mg/;;10220000;coated tablet;coated tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;28;5;mg;O;28;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine  maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
271302-09;Amlogal Divule SMB 10 mg omh. tabl. 98;https://samviewer.digile.be/nl/sam/ampps/271302-09;https://samviewer.digile.be/nl/sam/ampps/271302-09;Amlogal Divule SMB 10 mg omh. tabl. 98;Amlogal Divule SMB omh. tabl. 98 10mg;;271302-09;271302-09;BEL amlodipine maleate SMB coated tablet 98 x 10mg/;BEL amlodipine maleate SMB coated tablet 98 x 10mg/;;;;;98;;98;;98;;;98.0000 {unit};;;;;;;;;10220000;coated tablet;;;15054000;tablet;;;;;98;;;271302;BEL amlodipine maleate SMB coated tablet 10mg/;;;;Amlogal Divule omh. tabl. 10 mg;;C08CA01;Amlodipine;10220000;coated tablet;1212;SMB;;;;BEL;amlodipine maleate coated tablet 10mg/;;amlodipine maleate coated tablet 10mg/;;10220000;coated tablet;coated tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
262963-04;Amlodipine Krka 10 mg tabl. 30;https://samviewer.digile.be/nl/sam/ampps/262963-04;https://samviewer.digile.be/nl/sam/ampps/262963-04;Amlodipine Krka 10 mg tabl. 30;Amlodipine Krka tabl. 30 10mg;;262963-04;262963-04;BEL amlodipine maleate Krka tablet 30 x 10mg/;BEL amlodipine maleate Krka tablet 30 x 10mg/;;;;;30;;30;;30;;;30.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;30;;;262963;BEL amlodipine maleate Krka tablet 10mg/;;;;Amlodipine Krka tabl. 10 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;30;5;mg;O;30;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
262963-11;Amlodipine Krka 10 mg tabl. 100;https://samviewer.digile.be/nl/sam/ampps/262963-11;https://samviewer.digile.be/nl/sam/ampps/262963-11;Amlodipine Krka 10 mg tabl. 100;Amlodipine Krka tabl. 100 10mg;;262963-11;262963-11;BEL amlodipine maleate Krka tablet 100 x 10mg/;BEL amlodipine maleate Krka tablet 100 x 10mg/;;;;;100;;100;;100;;;100.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;100;;;262963;BEL amlodipine maleate Krka tablet 10mg/;;;;Amlodipine Krka tabl. 10 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;100;5;mg;O;100;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
262972-04;Amlodipine Krka 5 mg tabl. 28;https://samviewer.digile.be/nl/sam/ampps/262972-04;https://samviewer.digile.be/nl/sam/ampps/262972-04;Amlodipine Krka 5 mg tabl. 28;Amlodipine Krka tabl. 28 5mg;;262972-04;262972-04;BEL amlodipine maleate Krka tablet 28 x 5mg/;BEL amlodipine maleate Krka tablet 28 x 5mg/;;;;;28;;28;;28;;;28.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;28;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;28;5;mg;O;28;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
262972-08;Amlodipine Krka 5 mg tabl. 56;https://samviewer.digile.be/nl/sam/ampps/262972-08;https://samviewer.digile.be/nl/sam/ampps/262972-08;Amlodipine Krka 5 mg tabl. 56;Amlodipine Krka tabl. 56 5mg;;262972-08;262972-08;BEL amlodipine maleate Krka tablet 56 x 5mg/;BEL amlodipine maleate Krka tablet 56 x 5mg/;;;;;56;;56;;56;;;56.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;56;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;56;5;mg;O;56;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
262972-15;Amlodipine Krka 5 mg tabl. 98;https://samviewer.digile.be/nl/sam/ampps/262972-15;https://samviewer.digile.be/nl/sam/ampps/262972-15;Amlodipine Krka 5 mg tabl. 98;Amlodipine Krka tabl. 98 5mg;;262972-15;262972-15;BEL amlodipine maleate Krka tablet 98 x 5mg/;BEL amlodipine maleate Krka tablet 98 x 5mg/;;;;;98;;98;;98;;;98.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;98;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
147831-01;Tegretol tabl. geregul. afgifte (deelb.) CR 50 x 200 mg;https://samviewer.digile.be/nl/sam/ampps/147831-01;https://samviewer.digile.be/nl/sam/ampps/147831-01;Tegretol CR 200 mg tabl. geregul. afgifte 50;Tegretol tabl. geregul. afgifte (deelb.) CR 50x 200mg;431486;147831-01;147831-01;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 200mg/;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 200mg/;;;;;50;;50;;50;;;50.0000 {unit};30;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e7a1e5c015ab307c346?version=9;;;;;1;50;10227000;prolonged-release tablet;tablet met gereguleerde afgifte;176;15054000;tablet;15054000;tablet;tablet;;50;;;1366;BEL carbamazepine Novartis Pharma prolonged-release tablet 200mg/;;;1366;Tegretol tabl. geregul. afgifte (deelb.) CR 200 mg;;N03AF01;Carbamazepine;10221000;prolonged-release tablet;1355;Novartis Pharma;;Novartis Pharma;1355;BEL;carbamazepine prolonged-release tablet 200mg/;;carbamazepine prolonged-release tablet 200mg/;0xfa0fa2fcc1bb95c73fc614246bd4b72f;10227000;prolonged-release tablet;Modified-release tablet;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;200.0000 mg;carbamazepine;carbamazepine;NULL;;;;;;;; ;Carbamazepine;200.0000 mg;1.0000 1;200;mg;2;;;;200;mg;;;;;;;;200;mg;;;;100000110655;;;;;;;;;;;;;10;1000;mg;O;50;;carbamezepine oral Prolonged 200mg/;5165;carbamazepine oraal (gereg. afgifte) 200 mg;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Solid Dose Form;TBD;oral Prolonged;carbamezepine oral Prolonged 200mg/;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];69;tablet;19;swallowing;31;oral;46;modified;;69;19;31;46;;A;sys
147725-01;Tegretol tabl. geregul. afgifte (deelb.) CR 50 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/147725-01;https://samviewer.digile.be/nl/sam/ampps/147725-01;Tegretol CR 400 mg tabl. geregul. afgifte 50;Tegretol tabl. geregul. afgifte (deelb.) CR 50x 400mg;431494;147725-01;147725-01;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 400mg/;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 400mg/;;;;;50;;50;;50;;;50.0000 {unit};30;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e7a1e5c015ab307c3ab?version=9;;;;;1;50;10227000;prolonged-release tablet;tablet met gereguleerde afgifte;176;15054000;tablet;15054000;tablet;tablet;;50;;;1363;BEL carbamazepine Novartis Pharma prolonged-release tablet 400mg/;;;1363;Tegretol tabl. geregul. afgifte (deelb.) CR 400 mg;;N03AF01;Carbamazepine;10221000;prolonged-release tablet;1357;Novartis Pharma;;Novartis Pharma;1357;BEL;carbamazepine prolonged-release tablet 400mg/;;carbamazepine prolonged-release tablet 400mg/;0xcef571ab8adf7119184c20985100182e;10227000;prolonged-release tablet;Modified-release tablet;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;400.0000 mg;carbamazepine;carbamazepine;NULL;;;;;;;; ;Carbamazepine;400.0000 mg;1.0000 1;400;mg;2;;;;400;mg;;;;;;;;400;mg;;;;100000110655;;;;;;;;;;;;;20;1000;mg;O;50;;carbamezepine oral Prolonged 400mg/;5173;carbamazepine oraal (gereg. afgifte) 400 mg;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Solid Dose Form;TBD;oral Prolonged;carbamezepine oral Prolonged 400mg/;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];69;tablet;19;swallowing;31;oral;46;modified;;69;19;31;46;;A;sys
